time,lat,lon,aod
25/05/2025 06:00,30.38,76.78,0.45478276
25/05/2025 06:00,28.68,76.92,1.14678635
25/05/2025 06:00,28.34,77.33,1.07627997
25/05/2025 06:00,28.8,76.13,1.12514074
25/05/2025 06:00,28.21,76.78,0.91694108
25/05/2025 06:00,28.41,77.31,0.40352745
25/05/2025 06:00,29.52,75.45,0.47061339
25/05/2025 06:00,28.42,77.08,0.58611981
25/05/2025 06:00,28.46,77.03,0.42775718
25/05/2025 06:00,29.15,75.72,0.3299637
25/05/2025 06:00,29.32,76.32,1.02543316
25/05/2025 06:00,29.8,76.4,0.64796781
25/05/2025 06:00,29.69,76.98,0.90258486
25/05/2025 06:00,29.97,76.88,0.98026145
25/05/2025 06:00,28.27,76.15,0.55339688
25/05/2025 06:00,28.36,76.95,0.98169467
25/05/2025 06:00,28.04,76.11,0.40754395
25/05/2025 06:00,28.15,77.33,1.15268933
25/05/2025 06:00,30.69,76.86,1.14934178
25/05/2025 06:00,29.39,76.97,0.40513255
25/05/2025 06:00,28.9,76.57,0.89344592
25/05/2025 06:00,29.53,75.03,0.36864667
25/05/2025 06:00,28.99,77.05,1.14956748
25/05/2025 06:00,30.13,77.28,1.19686533
25/05/2025 06:00,23.79,86.42,0.64396951
25/05/2025 06:00,12.92,77.61,0.97458055
25/05/2025 06:00,12.97,77.59,0.52315402
25/05/2025 06:00,12.97,77.56,1.11856146
25/05/2025 06:00,12.97,77.57,1.16040546
25/05/2025 06:00,13.05,77.59,0.40177832
25/05/2025 06:00,12.95,77.58,0.67884949
25/05/2025 06:00,12.92,77.58,0.95769211
25/05/2025 06:00,13.02,77.51,0.81103308
25/05/2025 06:00,13.08,77.58,0.50498682
25/05/2025 06:00,12.92,77.62,0.48014696
25/05/2025 06:00,13.43,77.73,1.11337128
25/05/2025 06:00,15.36,75.12,0.87047996
25/05/2025 06:00,17.33,76.83,1.05525395
25/05/2025 06:00,8.49,76.95,0.60448131
25/05/2025 06:00,23.84,79.44,0.90581982
25/05/2025 06:00,22.96,76.06,0.88984743
25/05/2025 06:00,24.27,80.76,0.58358782
25/05/2025 06:00,23.08,77.53,1.04322753
25/05/2025 06:00,22.62,75.7,0.98548127
25/05/2025 06:00,23.33,75.04,1.04259042
25/05/2025 06:00,24.58,80.83,0.32420517
25/05/2025 06:00,24.2,82.67,0.43832475
25/05/2025 06:00,23.18,75.79,0.97877177
25/05/2025 06:00,19.88,75.32,0.70740216
25/05/2025 06:00,19.97,79.3,0.30997958
25/05/2025 06:00,19.97,79.3,0.87620208
25/05/2025 06:00,19.06,72.83,0.34904461
25/05/2025 06:00,21.15,79.09,0.41115474
25/05/2025 06:00,19.99,73.78,0.71789458
25/05/2025 06:00,19.15,72.99,0.86453565
25/05/2025 06:00,18.52,73.86,0.72997606
25/05/2025 06:00,17.68,75.92,0.42446726
25/05/2025 06:00,19.22,72.97,0.74549648
25/05/2025 06:00,21.82,83.92,0.84865527
25/05/2025 06:00,20.95,85.23,0.73862318
25/05/2025 06:00,31.62,74.88,1.10518251
25/05/2025 06:00,30.21,74.95,0.65762555
25/05/2025 06:00,31.33,75.58,0.45758355
25/05/2025 06:00,30.7,76.22,0.43875668
25/05/2025 06:00,30.9,75.86,0.94481287
25/05/2025 06:00,30.68,76.3,0.92674174
25/05/2025 06:00,30.34,76.38,0.75963265
25/05/2025 06:00,30.97,76.53,1.13439819
25/05/2025 06:00,27.56,76.61,0.54580385
25/05/2025 06:00,26.45,74.64,0.61739555
25/05/2025 06:00,28.18,76.86,0.44929315
25/05/2025 06:00,26.91,75.79,0.79440053
25/05/2025 06:00,26.91,75.79,0.71912889
25/05/2025 06:00,26.91,75.79,0.75339399
25/05/2025 06:00,26.3,73.02,1.10352182
25/05/2025 06:00,25.18,75.83,1.05950023
25/05/2025 06:00,25.77,73.32,0.96147118
25/05/2025 06:00,24.59,73.71,0.45368797
25/05/2025 06:00,13.0,80.2,0.51539289
25/05/2025 06:00,13.17,80.27,1.15314249
25/05/2025 06:00,12.98,80.22,0.68138777
25/05/2025 06:00,17.5,78.5,1.10443497
25/05/2025 06:00,17.46,78.35,0.31187655
25/05/2025 06:00,17.52,78.27,0.96652802
25/05/2025 06:00,17.48,78.3,0.86748311
25/05/2025 06:00,17.45,78.45,0.86412754
25/05/2025 06:00,17.37,78.47,0.35157341
25/05/2025 06:00,27.18,78.02,1.01092602
25/05/2025 06:00,28.94,77.22,1.11256187
25/05/2025 06:00,28.4,77.85,0.68498455
25/05/2025 06:00,28.64,77.37,1.05744503
25/05/2025 06:00,28.67,77.44,1.07983595
25/05/2025 06:00,28.64,77.4,0.33531033
25/05/2025 06:00,28.47,77.5,0.47820086
25/05/2025 06:00,28.73,77.78,1.1458032
25/05/2025 06:00,26.45,80.33,0.5874639
25/05/2025 06:00,28.75,77.28,0.45195796
25/05/2025 06:00,26.85,80.95,0.34587252
25/05/2025 06:00,26.85,80.95,1.13586984
25/05/2025 06:00,26.85,80.95,0.40283157
25/05/2025 06:00,26.85,80.95,1.14385656
25/05/2025 06:00,28.84,78.78,0.36647493
25/05/2025 06:00,29.47,77.7,0.94623564
25/05/2025 06:00,28.54,77.39,0.92399493
25/05/2025 06:00,28.54,77.39,0.37976139
25/05/2025 06:00,25.32,82.97,0.47757165
25/05/2025 06:00,23.69,86.97,1.13404513
25/05/2025 06:00,23.52,87.32,0.34455949
25/05/2025 06:00,22.03,88.06,0.87257587
25/05/2025 06:00,22.6,88.3,0.32989967
25/05/2025 06:00,22.6,88.3,0.34999007
25/05/2025 06:00,22.57,88.36,1.05823513
25/05/2025 06:00,22.57,88.36,0.46749377
25/05/2025 06:00,26.72,88.4,0.77698037
25/05/2025 12:00,16.51,80.52,1.11652382
25/05/2025 12:00,16.98,81.78,1.08729153
25/05/2025 12:00,13.68,79.35,0.92853145
25/05/2025 12:00,16.51,80.64,0.7615106
25/05/2025 12:00,17.69,83.22,0.85311293
25/05/2025 12:00,26.18,91.75,0.88938884
25/05/2025 12:00,24.79,85.0,0.67056635
25/05/2025 12:00,26.12,85.37,0.83335635
25/05/2025 12:00,25.59,85.14,0.5834962
25/05/2025 12:00,28.8,77.13,0.36307682
25/05/2025 12:00,28.65,77.32,0.95848568
25/05/2025 12:00,28.7,77.2,0.53869534
25/05/2025 12:00,28.47,77.12,0.65353201
25/05/2025 12:00,28.8,77.03,0.58133582
25/05/2025 12:00,28.73,77.2,0.81361296
25/05/2025 12:00,28.55,77.25,0.71734586
25/05/2025 12:00,28.75,77.12,1.09830093
25/05/2025 12:00,28.5,77.22,0.667478
25/05/2025 12:00,28.57,77.07,0.44096971
25/05/2025 12:00,28.63,77.28,1.10098481
25/05/2025 12:00,28.56,77.1,1.18904758
25/05/2025 12:00,28.68,77.32,1.15630133
25/05/2025 12:00,28.63,77.25,0.67687704
25/05/2025 12:00,28.73,77.18,0.33534295
25/05/2025 12:00,28.61,77.24,0.74435241
25/05/2025 12:00,28.59,77.22,0.61876704
25/05/2025 12:00,28.61,77.24,0.61143426
25/05/2025 12:00,28.63,77.2,0.51369877
25/05/2025 12:00,28.68,77.03,0.9143575
25/05/2025 12:00,28.61,77.03,0.62648909
25/05/2025 12:00,28.61,76.98,0.4072303
25/05/2025 12:00,28.85,77.1,1.14058331
25/05/2025 12:00,28.55,77.25,1.0646719
25/05/2025 12:00,28.69,77.21,1.03855047
25/05/2025 12:00,28.53,77.28,0.32376175
25/05/2025 12:00,28.62,77.3,0.33804678
25/05/2025 12:00,28.68,77.13,0.38735452
25/05/2025 12:00,28.64,77.16,0.92366207
25/05/2025 12:00,28.64,77.16,0.4615911
25/05/2025 12:00,28.57,77.18,0.99805952
25/05/2025 12:00,28.74,77.09,0.76739268
25/05/2025 12:00,28.65,77.15,0.72079239
25/05/2025 12:00,28.55,77.25,1.07153143
25/05/2025 12:00,28.72,77.25,0.43042569
25/05/2025 12:00,28.55,77.2,0.52881293
25/05/2025 12:00,28.68,77.32,0.57401837
25/05/2025 12:00,28.7,77.15,1.03456722
25/05/2025 12:00,22.99,72.61,0.74527696
25/05/2025 12:00,21.62,72.99,0.38391931
25/05/2025 12:00,23.22,72.65,0.44998584
25/05/2025 12:00,20.37,72.9,0.87652403
25/05/2025 12:00,22.99,72.61,0.76595872
25/05/2025 12:00,30.38,76.78,0.9661821
25/05/2025 12:00,28.68,76.92,0.36775212
25/05/2025 12:00,28.34,77.33,0.35406886
25/05/2025 12:00,28.8,76.13,1.1983656
25/05/2025 12:00,28.21,76.78,1.18011628
25/05/2025 12:00,28.41,77.31,0.57479418
25/05/2025 12:00,29.52,75.45,0.80376686
25/05/2025 12:00,28.42,77.08,0.506284
25/05/2025 12:00,28.46,77.03,0.62158374
25/05/2025 12:00,29.15,75.72,0.87527379
25/05/2025 12:00,29.32,76.32,0.93221907
25/05/2025 12:00,29.8,76.4,0.81073207
25/05/2025 12:00,29.69,76.98,1.1253287
25/05/2025 12:00,29.97,76.88,1.19992645
25/05/2025 12:00,28.27,76.15,0.45331326
25/05/2025 12:00,28.36,76.95,0.51416564
25/05/2025 12:00,28.04,76.11,0.47918134
25/05/2025 12:00,28.15,77.33,1.07412806
25/05/2025 12:00,30.69,76.86,0.37112681
25/05/2025 12:00,29.39,76.97,0.69975256
25/05/2025 12:00,28.9,76.57,1.1111049
25/05/2025 12:00,29.53,75.03,1.18477041
25/05/2025 12:00,28.99,77.05,0.80540197
25/05/2025 12:00,30.13,77.28,0.86225891
25/05/2025 12:00,23.79,86.42,0.50699758
25/05/2025 12:00,12.92,77.61,0.37321288
25/05/2025 12:00,12.97,77.59,0.92636934
25/05/2025 12:00,12.97,77.56,1.10694031
25/05/2025 12:00,12.97,77.57,0.44063397
25/05/2025 12:00,13.05,77.59,1.06133705
25/05/2025 12:00,12.95,77.58,0.33071581
25/05/2025 12:00,12.92,77.58,0.80629398
25/05/2025 12:00,13.02,77.51,0.37581366
25/05/2025 12:00,13.08,77.58,0.35546556
25/05/2025 12:00,12.92,77.62,1.0958872
25/05/2025 12:00,13.43,77.73,0.82622097
25/05/2025 12:00,15.36,75.12,1.03110558
25/05/2025 12:00,17.33,76.83,0.81914071
25/05/2025 12:00,8.49,76.95,0.31541386
25/05/2025 12:00,23.84,79.44,0.67193431
25/05/2025 12:00,22.96,76.06,1.14487306
25/05/2025 12:00,24.27,80.76,0.54021059
25/05/2025 12:00,23.08,77.53,0.5697825
25/05/2025 12:00,22.62,75.7,0.68261344
25/05/2025 12:00,23.33,75.04,0.84232461
25/05/2025 12:00,24.58,80.83,1.17451536
25/05/2025 12:00,24.2,82.67,1.05507792
25/05/2025 12:00,23.18,75.79,1.07847383
25/05/2025 12:00,19.88,75.32,1.07632491
25/05/2025 12:00,19.97,79.3,0.77606295
25/05/2025 12:00,19.97,79.3,0.93462169
25/05/2025 12:00,19.06,72.83,1.12556937
25/05/2025 12:00,21.15,79.09,0.68957672
25/05/2025 12:00,19.99,73.78,0.66157561
25/05/2025 12:00,19.15,72.99,0.74632181
25/05/2025 12:00,18.52,73.86,0.38561937
25/05/2025 12:00,17.68,75.92,0.63119278
25/05/2025 12:00,19.22,72.97,1.00319445
25/05/2025 12:00,21.82,83.92,0.8944327
25/05/2025 12:00,20.95,85.23,1.11625662
25/05/2025 12:00,31.62,74.88,0.45079308
25/05/2025 12:00,30.21,74.95,0.93151764
25/05/2025 12:00,31.33,75.58,0.80698397
25/05/2025 12:00,30.7,76.22,0.92229205
25/05/2025 12:00,30.9,75.86,0.36141159
25/05/2025 12:00,30.68,76.3,0.57764451
25/05/2025 12:00,30.34,76.38,0.66062511
25/05/2025 12:00,30.97,76.53,0.67099327
25/05/2025 12:00,27.56,76.61,0.81248191
25/05/2025 12:00,26.45,74.64,0.49713365
25/05/2025 12:00,28.18,76.86,0.77507778
25/05/2025 12:00,26.91,75.79,0.92139626
25/05/2025 12:00,26.91,75.79,1.0021437
25/05/2025 12:00,26.91,75.79,0.79518446
25/05/2025 12:00,26.3,73.02,1.18752773
25/05/2025 12:00,25.18,75.83,0.85592001
25/05/2025 12:00,25.77,73.32,0.82395653
25/05/2025 12:00,24.59,73.71,1.03937344
25/05/2025 12:00,13.0,80.2,0.30273946
25/05/2025 12:00,13.17,80.27,0.5504984
25/05/2025 12:00,12.98,80.22,1.04726474
25/05/2025 12:00,17.5,78.5,0.32014733
25/05/2025 12:00,17.46,78.35,1.10852094
25/05/2025 12:00,17.52,78.27,0.84576779
25/05/2025 12:00,17.48,78.3,0.47991627
25/05/2025 12:00,17.45,78.45,1.09291606
25/05/2025 12:00,17.37,78.47,0.61062419
25/05/2025 12:00,27.18,78.02,0.73067116
25/05/2025 12:00,28.94,77.22,0.44464562
25/05/2025 12:00,28.4,77.85,0.78824391
25/05/2025 12:00,28.64,77.37,0.7496637
25/05/2025 12:00,28.67,77.44,0.79108478
25/05/2025 12:00,28.64,77.4,0.58227382
25/05/2025 12:00,28.47,77.5,0.87776124
25/05/2025 12:00,28.73,77.78,0.76766579
25/05/2025 12:00,26.45,80.33,0.61502286
25/05/2025 12:00,28.75,77.28,0.92829331
25/05/2025 12:00,26.85,80.95,0.95016339
25/05/2025 12:00,26.85,80.95,0.86565485
25/05/2025 12:00,26.85,80.95,0.52225691
25/05/2025 12:00,26.85,80.95,0.51300656
25/05/2025 12:00,28.84,78.78,0.47780681
25/05/2025 12:00,29.47,77.7,0.53049897
25/05/2025 12:00,28.54,77.39,0.36336536
25/05/2025 12:00,28.54,77.39,0.47879609
25/05/2025 12:00,25.32,82.97,0.54742887
25/05/2025 12:00,23.69,86.97,1.1545605
25/05/2025 12:00,23.52,87.32,0.30273938
25/05/2025 12:00,22.03,88.06,1.07581539
25/05/2025 12:00,22.6,88.3,0.58219813
25/05/2025 12:00,22.6,88.3,0.79785456
25/05/2025 12:00,22.57,88.36,1.03225921
25/05/2025 12:00,22.57,88.36,0.44918478
25/05/2025 12:00,26.72,88.4,0.58373298
25/05/2025 18:00,16.51,80.52,0.39263649
25/05/2025 18:00,16.98,81.78,0.49456312
25/05/2025 18:00,13.68,79.35,0.56953655
25/05/2025 18:00,16.51,80.64,0.99053531
25/05/2025 18:00,17.69,83.22,1.00317722
25/05/2025 18:00,26.18,91.75,0.52606969
25/05/2025 18:00,24.79,85.0,0.96650642
25/05/2025 18:00,26.12,85.37,1.13337857
25/05/2025 18:00,25.59,85.14,0.91957627
25/05/2025 18:00,28.8,77.13,0.66366128
25/05/2025 18:00,28.65,77.32,0.34816337
25/05/2025 18:00,28.7,77.2,0.98573207
25/05/2025 18:00,28.47,77.12,1.03005133
25/05/2025 18:00,28.8,77.03,0.35840439
25/05/2025 18:00,28.73,77.2,0.49046026
25/05/2025 18:00,28.55,77.25,0.3585206
25/05/2025 18:00,28.75,77.12,0.64923462
25/05/2025 18:00,28.5,77.22,1.00658481
25/05/2025 18:00,28.57,77.07,0.43291052
25/05/2025 18:00,28.63,77.28,0.82135085
25/05/2025 18:00,28.56,77.1,0.4281587
25/05/2025 18:00,28.68,77.32,0.84138305
25/05/2025 18:00,28.63,77.25,0.40191504
25/05/2025 18:00,28.73,77.18,0.56199894
25/05/2025 18:00,28.61,77.24,0.80932621
25/05/2025 18:00,28.59,77.22,0.33305274
25/05/2025 18:00,28.61,77.24,1.04514703
25/05/2025 18:00,28.63,77.2,0.52433444
25/05/2025 18:00,28.68,77.03,0.89534286
25/05/2025 18:00,28.61,77.03,0.87266115
25/05/2025 18:00,28.61,76.98,0.75957047
25/05/2025 18:00,28.85,77.1,0.35698731
25/05/2025 18:00,28.55,77.25,0.96921872
25/05/2025 18:00,28.69,77.21,0.30148155
25/05/2025 18:00,28.53,77.28,0.89012977
25/05/2025 18:00,28.62,77.3,1.10997843
25/05/2025 18:00,28.68,77.13,0.91650422
25/05/2025 18:00,28.64,77.16,0.55399183
25/05/2025 18:00,28.64,77.16,1.14292786
25/05/2025 18:00,28.57,77.18,0.55950013
25/05/2025 18:00,28.74,77.09,0.35078443
25/05/2025 18:00,28.65,77.15,0.46741497
25/05/2025 18:00,28.55,77.25,1.09865813
25/05/2025 18:00,28.72,77.25,1.17805223
25/05/2025 18:00,28.55,77.2,1.08623748
25/05/2025 18:00,28.68,77.32,0.57030639
25/05/2025 18:00,28.7,77.15,0.8036058
25/05/2025 18:00,22.99,72.61,0.89470499
25/05/2025 18:00,21.62,72.99,0.85072939
25/05/2025 18:00,23.22,72.65,0.37559612
25/05/2025 18:00,20.37,72.9,0.3380015
25/05/2025 18:00,22.99,72.61,0.32160384
25/05/2025 18:00,30.38,76.78,0.42549493
25/05/2025 18:00,28.68,76.92,0.50219703
25/05/2025 18:00,28.34,77.33,0.46465939
25/05/2025 18:00,28.8,76.13,0.54545926
25/05/2025 18:00,28.21,76.78,1.191628
25/05/2025 18:00,28.41,77.31,0.65406905
25/05/2025 18:00,29.52,75.45,0.46739835
25/05/2025 18:00,28.42,77.08,0.30393131
25/05/2025 18:00,28.46,77.03,0.77508386
25/05/2025 18:00,29.15,75.72,1.09956115
25/05/2025 18:00,29.32,76.32,0.93019895
25/05/2025 18:00,29.8,76.4,0.77757877
25/05/2025 18:00,29.69,76.98,0.4680671
25/05/2025 18:00,29.97,76.88,1.01725245
25/05/2025 18:00,28.27,76.15,1.11365627
25/05/2025 18:00,28.36,76.95,0.35009305
25/05/2025 18:00,28.04,76.11,0.90764651
25/05/2025 18:00,28.15,77.33,0.6988215
25/05/2025 18:00,30.69,76.86,0.64617857
25/05/2025 18:00,29.39,76.97,1.00887631
25/05/2025 18:00,28.9,76.57,0.71328594
25/05/2025 18:00,29.53,75.03,0.68197951
25/05/2025 18:00,28.99,77.05,0.68575752
25/05/2025 18:00,30.13,77.28,0.61134555
25/05/2025 18:00,23.79,86.42,1.10325179
25/05/2025 18:00,12.92,77.61,1.04624186
25/05/2025 18:00,12.97,77.59,0.39028813
25/05/2025 18:00,12.97,77.56,1.1740872
25/05/2025 18:00,12.97,77.57,0.32684744
25/05/2025 18:00,13.05,77.59,0.97561411
25/05/2025 18:00,12.95,77.58,0.34563692
25/05/2025 18:00,12.92,77.58,0.53759552
25/05/2025 18:00,13.02,77.51,0.67584134
25/05/2025 18:00,13.08,77.58,1.13952502
25/05/2025 18:00,12.92,77.62,0.57152982
25/05/2025 18:00,13.43,77.73,1.13714789
25/05/2025 18:00,15.36,75.12,0.36974425
25/05/2025 18:00,17.33,76.83,0.97996986
25/05/2025 18:00,8.49,76.95,0.66953206
25/05/2025 18:00,23.84,79.44,0.9702601
25/05/2025 18:00,22.96,76.06,1.11027661
25/05/2025 18:00,24.27,80.76,0.71723989
25/05/2025 18:00,23.08,77.53,0.62380082
25/05/2025 18:00,22.62,75.7,0.82688677
25/05/2025 18:00,23.33,75.04,0.86964075
25/05/2025 18:00,24.58,80.83,0.77368964
25/05/2025 18:00,24.2,82.67,0.98968078
25/05/2025 18:00,23.18,75.79,1.04959664
25/05/2025 18:00,19.88,75.32,0.71712413
25/05/2025 18:00,19.97,79.3,0.7679885
25/05/2025 18:00,19.97,79.3,0.94156485
25/05/2025 18:00,19.06,72.83,0.98048052
25/05/2025 18:00,21.15,79.09,0.45828135
25/05/2025 18:00,19.99,73.78,0.31146618
25/05/2025 18:00,19.15,72.99,1.18662618
25/05/2025 18:00,18.52,73.86,1.02670487
25/05/2025 18:00,17.68,75.92,0.35166146
25/05/2025 18:00,19.22,72.97,0.53721632
25/05/2025 18:00,21.82,83.92,0.90042238
25/05/2025 18:00,20.95,85.23,1.04590851
25/05/2025 18:00,31.62,74.88,0.60728262
25/05/2025 18:00,30.21,74.95,0.87208744
25/05/2025 18:00,31.33,75.58,0.56555577
25/05/2025 18:00,30.7,76.22,1.17686297
25/05/2025 18:00,30.9,75.86,0.72247316
25/05/2025 18:00,30.68,76.3,0.98113771
25/05/2025 18:00,30.34,76.38,0.64175252
25/05/2025 18:00,30.97,76.53,0.40406606
25/05/2025 18:00,27.56,76.61,1.07321682
25/05/2025 18:00,26.45,74.64,0.62077347
25/05/2025 18:00,28.18,76.86,1.07815231
25/05/2025 18:00,26.91,75.79,1.13658831
25/05/2025 18:00,26.91,75.79,0.51243256
25/05/2025 18:00,26.91,75.79,1.10040477
25/05/2025 18:00,26.3,73.02,1.07660687
25/05/2025 18:00,25.18,75.83,0.945874
25/05/2025 18:00,25.77,73.32,0.35893703
25/05/2025 18:00,24.59,73.71,0.79453989
25/05/2025 18:00,13.0,80.2,0.92360822
25/05/2025 18:00,13.17,80.27,0.30877432
25/05/2025 18:00,12.98,80.22,0.6632137
25/05/2025 18:00,17.5,78.5,0.98475075
25/05/2025 18:00,17.46,78.35,1.13544697
25/05/2025 18:00,17.52,78.27,1.03055332
25/05/2025 18:00,17.48,78.3,0.75464347
25/05/2025 18:00,17.45,78.45,0.75044992
25/05/2025 18:00,17.37,78.47,1.10585537
25/05/2025 18:00,27.18,78.02,0.50693959
25/05/2025 18:00,28.94,77.22,0.73657643
25/05/2025 18:00,28.4,77.85,0.88898429
25/05/2025 18:00,28.64,77.37,0.78519523
25/05/2025 18:00,28.67,77.44,0.90549173
25/05/2025 18:00,28.64,77.4,0.91541384
25/05/2025 18:00,28.47,77.5,1.09169906
25/05/2025 18:00,28.73,77.78,0.52578062
25/05/2025 18:00,26.45,80.33,0.65803702
25/05/2025 18:00,28.75,77.28,0.593921
25/05/2025 18:00,26.85,80.95,1.08008715
25/05/2025 18:00,26.85,80.95,0.53670571
25/05/2025 18:00,26.85,80.95,0.57844269
25/05/2025 18:00,26.85,80.95,0.45896273
25/05/2025 18:00,28.84,78.78,0.36192923
25/05/2025 18:00,29.47,77.7,1.12387377
25/05/2025 18:00,28.54,77.39,0.89045459
25/05/2025 18:00,28.54,77.39,0.39877548
25/05/2025 18:00,25.32,82.97,0.34948883
25/05/2025 18:00,23.69,86.97,0.65499639
25/05/2025 18:00,23.52,87.32,0.35587065
25/05/2025 18:00,22.03,88.06,0.51975769
25/05/2025 18:00,22.6,88.3,0.84514153
25/05/2025 18:00,22.6,88.3,0.98112831
25/05/2025 18:00,22.57,88.36,0.44113222
25/05/2025 18:00,22.57,88.36,0.60383887
25/05/2025 18:00,26.72,88.4,0.75100987
26/05/2025 06:00,16.51,80.52,1.18564508
26/05/2025 06:00,16.98,81.78,0.48368447
26/05/2025 06:00,13.68,79.35,0.91186283
26/05/2025 06:00,16.51,80.64,0.99259829
26/05/2025 06:00,17.69,83.22,0.49260092
26/05/2025 06:00,26.18,91.75,1.06097966
26/05/2025 06:00,24.79,85.0,0.75478208
26/05/2025 06:00,26.12,85.37,1.09089065
26/05/2025 06:00,25.59,85.14,1.0212348
26/05/2025 06:00,28.8,77.13,0.63976114
26/05/2025 06:00,28.65,77.32,1.19824474
26/05/2025 06:00,28.7,77.2,0.87004972
26/05/2025 06:00,28.47,77.12,0.89442716
26/05/2025 06:00,28.8,77.03,0.8054728
26/05/2025 06:00,28.73,77.2,0.45206484
26/05/2025 06:00,28.55,77.25,0.96226103
26/05/2025 06:00,28.75,77.12,0.62811906
26/05/2025 06:00,28.5,77.22,1.01970055
26/05/2025 06:00,28.57,77.07,1.08012493
26/05/2025 06:00,28.63,77.28,0.64603889
26/05/2025 06:00,28.56,77.1,1.03510817
26/05/2025 06:00,28.68,77.32,0.7722746
26/05/2025 06:00,28.63,77.25,1.03770297
26/05/2025 06:00,28.73,77.18,1.17146884
26/05/2025 06:00,28.61,77.24,0.78096971
26/05/2025 06:00,28.59,77.22,0.66581
26/05/2025 06:00,28.61,77.24,1.01331545
26/05/2025 06:00,28.63,77.2,1.13463707
26/05/2025 06:00,28.68,77.03,0.88321707
26/05/2025 06:00,28.61,77.03,0.74009945
26/05/2025 06:00,28.61,76.98,1.07789883
26/05/2025 06:00,28.85,77.1,0.38664777
26/05/2025 06:00,28.55,77.25,1.05401669
26/05/2025 06:00,28.69,77.21,0.57207761
26/05/2025 06:00,28.53,77.28,0.80273679
26/05/2025 06:00,28.62,77.3,1.1828637
26/05/2025 06:00,28.68,77.13,0.42590812
26/05/2025 06:00,28.64,77.16,1.12337534
26/05/2025 06:00,28.64,77.16,0.45988839
26/05/2025 06:00,28.57,77.18,0.9003152
26/05/2025 06:00,28.74,77.09,0.6693487
26/05/2025 06:00,28.65,77.15,0.40766768
26/05/2025 06:00,28.55,77.25,0.97720661
26/05/2025 06:00,28.72,77.25,1.12579116
26/05/2025 06:00,28.55,77.2,0.91686338
26/05/2025 06:00,28.68,77.32,0.64953517
26/05/2025 06:00,28.7,77.15,0.42599534
26/05/2025 06:00,22.99,72.61,1.04818444
26/05/2025 06:00,21.62,72.99,0.62981404
26/05/2025 06:00,23.22,72.65,0.31878995
26/05/2025 06:00,20.37,72.9,1.00466961
26/05/2025 06:00,22.99,72.61,1.05937446
26/05/2025 06:00,30.38,76.78,0.38300391
26/05/2025 06:00,28.68,76.92,0.91798167
26/05/2025 06:00,28.34,77.33,1.11076299
26/05/2025 06:00,28.8,76.13,0.47305108
26/05/2025 06:00,28.21,76.78,1.1045428
26/05/2025 06:00,28.41,77.31,0.53935516
26/05/2025 06:00,29.52,75.45,1.01745718
26/05/2025 06:00,28.42,77.08,0.49727482
26/05/2025 06:00,28.46,77.03,1.12645471
